EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
5061,400,,2026-04-01 16:17:57.707687+00:00,,,,,%%2481,,,Security,,,,LOCAL SERVICE,,,,,,70,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5058,401,,2026-04-01 16:17:57.722775+00:00,,,,,%%2458,,,Security,,,,LOCAL SERVICE,,,,,,71,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5061,402,,2026-04-01 16:17:57.722969+00:00,,,,,%%2480,,,Security,,,,LOCAL SERVICE,,,,,,72,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5059,403,,2026-04-01 16:17:57.723169+00:00,,,,,%%2464,,,Security,,,,LOCAL SERVICE,,,,,,73,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5059,404,,2026-04-01 16:17:57.723606+00:00,,,,,%%2464,,,Security,,,,LOCAL SERVICE,,,,,,74,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5059,405,,2026-04-01 16:17:57.726082+00:00,,,,,%%2464,,,Security,,,,LOCAL SERVICE,,,,,,75,0,No,Normal system activity with LOCAL SERVICE user and generic operation code.
5379,406,,2026-04-01 16:17:58.360941+00:00,,,,,,,2026-04-01 19:18:17.263266+00:00,Security,,,,defaultuser0,,,,,,76,0,No,Normal system activity with defaultuser0 and no specific details provided.
5379,407,,2026-04-01 16:17:58.361200+00:00,,,,,,,2026-04-01 19:18:17.263266+00:00,Security,,,,defaultuser0,,,,,,77,0,No,Normal system activity with defaultuser0 and no specific details provided.
5379,408,,2026-04-01 16:17:58.395428+00:00,,,,,,,2026-04-01 19:18:17.263266+00:00,Security,,,,defaultuser0,,,,,,78,0,No,Normal system activity with defaultuser0 and no specific details provided.
4624,409,,2026-04-01 16:17:58.953020+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,79,0,No,Normal system activity with SYSTEM user and services.exe process.
4672,410,,2026-04-01 16:17:58.953041+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,80,0,No,Normal system activity with SYSTEM user and no specific details provided.
11,278,,2026-04-01 16:17:59.838320+00:00,,,,,,,,System,,,,,,,,,,81,0,No,Normal system activity with no specific details provided.
4624,411,,2026-04-01 16:18:01.731007+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,82,0,No,Normal system activity with SYSTEM user and services.exe process.
4672,412,,2026-04-01 16:18:01.731012+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,83,0,No,Normal system activity with SYSTEM user and no specific details provided.
4624,413,,2026-04-01 16:18:01.834095+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,84,0,No,Normal system activity with SYSTEM user and services.exe process.
4672,414,,2026-04-01 16:18:01.834101+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,85,0,No,Normal system activity with SYSTEM user and no specific details provided.
16,279,,2026-04-01 16:18:02.023933+00:00,,,,,,,,System,,,,,,,,,,86,0,No,Normal system activity with no specific details provided.
1041,280,,2026-04-01 16:18:02.250965+00:00,,,,,,,,System,,,,,,,,,,87,0,No,Normal system activity with no specific details provided.
1038,281,,2026-04-01 16:18:02.251026+00:00,,,,,,,,System,,,,,,,,,,88,0,No,Normal system activity with no specific details provided.
4624,415,,2026-04-01 16:18:02.745985+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,89,0,No,Normal system activity with SYSTEM user and services.exe process.
4672,416,,2026-04-01 16:18:02.745989+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,90,0,No,Normal system activity with SYSTEM user and no specific details provided.
23,24,,2026-04-01 16:18:03.266760+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,91,0,No,Normal application activity with InitializeDataChangedSignaler operation.
24,25,,2026-04-01 16:18:03.312799+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,92,0,No,Normal application activity with InitializeDataChangedSignaler operation.
16,282,,2026-04-01 16:18:03.315151+00:00,,,,,,,,System,,,,,,,,,,93,0,No,Normal system activity with no specific details provided.
5379,417,,2026-04-01 16:18:04.270588+00:00,,,,,,,2026-04-01 19:18:17.263266+00:00,Security,,,,WIN-2RR949GCCSV$,,,,,,94,0,No,Normal system activity with WIN-2RR949GCCSV$ user and no specific details provided.
5379,418,,2026-04-01 16:18:04.271021+00:00,,,,,,,2026-04-01 19:18:17.263266+00:00,Security,,,,WIN-2RR949GCCSV$,,,,,,95,0,No,Normal system activity with WIN-2RR949GCCSV$ user and no specific details provided.
