EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
5379,924,,2026-04-01 16:48:00.657032+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,840,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,925,,2026-04-01 16:48:00.657421+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,841,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,926,,2026-04-01 16:48:00.657610+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,842,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,927,,2026-04-01 16:48:00.657705+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,843,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,928,,2026-04-01 16:48:00.657818+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,844,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,929,,2026-04-01 16:48:00.657902+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,845,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,930,,2026-04-01 16:48:00.658730+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,846,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,931,,2026-04-01 16:48:00.658867+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,847,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,932,,2026-04-01 16:48:00.658987+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,848,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,933,,2026-04-01 16:48:00.659065+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,849,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,934,,2026-04-01 16:48:00.685913+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,850,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,935,,2026-04-01 16:48:00.686146+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,851,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,936,,2026-04-01 16:48:00.686295+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,852,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,937,,2026-04-01 16:48:00.686392+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,853,0,No,Normal activity; missing details with no specific suspicious indicators.
4799,938,,2026-04-01 16:48:00.691599+00:00,,,,,,,,Security,C:\Windows\System32\svchost.exe,,,NORMALVM$,Administrators,,,,,854,0,No,Normal activity; svchost.exe is a common system process.
4634,939,,2026-04-01 16:48:00.710836+00:00,,,,,,,,Security,,,,,pizza,,,,,855,0,No,Normal activity; typical user logoff event.
4634,940,,2026-04-01 16:48:00.713055+00:00,,,,,,,,Security,,,,,pizza,,,,,856,0,No,Normal activity; typical user logoff event.
4738,941,,2026-04-01 16:48:02.421202+00:00,,,,,,,,Security,,,,defaultuser0,pizza,,,,,857,0,No,Normal activity; user account modification is common.
4648,942,,2026-04-01 16:48:02.424736+00:00,,,0x000000000000169c,,,,,Security,,,-,defaultuser0,pizzahuthacker@gmail.com,,C:\Windows\System32\CloudExperienceHostBroker.exe,,,858,12,Yes,High risk due to unusual email in username and process path.
4624,943,,2026-04-01 16:48:02.424753+00:00,,,0x000000000000169c,,,,,Security,,Negotiate,-,defaultuser0,pizzahuthacker@gmail.com,,C:\Windows\System32\CloudExperienceHostBroker.exe,,NORMALVM,859,12,Yes,High risk due to unusual email in username and process path.
4624,944,,2026-04-01 16:48:02.424761+00:00,,,0x000000000000169c,,,,,Security,,Negotiate,-,defaultuser0,pizzahuthacker@gmail.com,,C:\Windows\System32\CloudExperienceHostBroker.exe,,NORMALVM,860,12,Yes,High risk due to unusual email in username and process path.
4672,945,,2026-04-01 16:48:02.424765+00:00,,,,,,,,Security,,,,pizzahuthacker@gmail.com,,,,,,861,12,Yes,High risk due to unusual email in username.
