EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
6000,229,,2026-04-01 18:12:32.792021+00:00,,,,,,,,Appiclation,,,,,,,,,,6300,0,No,"Log lacks details, typical of normal system activity."
5379,6025,,2026-04-01 18:12:33.539139+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6301,0,No,"Repeated security event with no specific details, normal behavior."
5379,6026,,2026-04-01 18:12:33.539572+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6302,0,No,"Identical to previous log, indicating routine security check."
5379,6027,,2026-04-01 18:12:33.539806+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6303,0,No,"Consistent with other security logs, no anomalies."
5379,6028,,2026-04-01 18:12:34.443573+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6304,0,No,"Security log with no errors or unusual data, normal activity."
5379,6029,,2026-04-01 18:12:34.479975+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6305,0,No,"Routine security event, consistent with previous entries."
5379,6030,,2026-04-01 18:12:34.522604+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6306,0,No,No deviation from standard security logging observed.
5379,6031,,2026-04-01 18:12:34.523006+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6307,0,No,"Standard security log entry, no suspicious activity."
5379,6032,,2026-04-01 18:12:34.528772+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6308,0,No,Security log entry matches pattern of normal system checks.
5379,6033,,2026-04-01 18:12:34.683596+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6309,0,No,"Routine security log, consistent with system operations."
5379,6034,,2026-04-01 18:12:34.723724+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6310,0,No,"Security log with standard process initiation, typical behavior."
4624,6035,,2026-04-01 18:12:34.737844+00:00,,,0x00000000000002e0,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,6311,0,No,"Log shows standard authentication process, normal activity."
4672,6036,,2026-04-01 18:12:34.737848+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,6312,0,No,"System privilege event, typical for internal operations."
5379,6037,,2026-04-01 18:12:34.780127+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6313,0,No,"Security log consistent with previous entries, no issues."
5379,6038,,2026-04-01 18:12:34.780331+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6314,0,No,"Routine security log entry, consistent with normal activity."
5379,6039,,2026-04-01 18:12:34.783674+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6315,0,No,"No unusual data in security log, appears normal."
5379,6040,,2026-04-01 18:12:34.784218+00:00,,,,,,,2026-04-01 18:09:10.508995+00:00,Security,,,,pizza,,,,,,6316,0,No,"Security log entry without any anomalies, normal."
