EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
4648,9591,,2026-04-08 16:09:10.502613+00:00,,,0x00000000000002a4,,,,,Security,,,-,NORMALVM$,UMFD-1,,C:\Windows\System32\winlogon.exe,,,10710,0,No,Normal system activity; typical process execution by winlogon.exe.
4624,9592,,2026-04-08 16:09:10.502626+00:00,,,0x00000000000002a4,,,,,Security,,Negotiate,-,NORMALVM$,UMFD-1,,C:\Windows\System32\winlogon.exe,,-,10711,0,No,Normal system activity; typical process execution by winlogon.exe.
4673,9593,,2026-04-08 16:09:10.520676+00:00,,,0x00000000000002f0,,,,,Security,,,,NORMALVM$,,,C:\Windows\System32\lsass.exe,,,10712,0,No,Normal system activity; typical process execution by lsass.exe.
4624,9594,,2026-04-08 16:09:10.525282+00:00,,,0x00000000000002e8,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,10713,0,No,Normal system activity; typical process execution by services.exe.
4672,9595,,2026-04-08 16:09:10.525290+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,10714,0,No,Normal system activity; SYSTEM user performing typical operations.
4688,9596,,2026-04-08 16:09:10.536018+00:00,,,0x00000000000002e8,,,,,Security,,,,NORMALVM$,-,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,C:\Windows\System32\services.exe,,10715,0,No,Normal system activity; svchost.exe running with typical parameters.
4688,9597,,2026-04-08 16:09:10.550348+00:00,,,0x000000000000026c,,,,,Security,,,,NORMALVM$,UMFD-0,"""fontdrvhost.exe""",,C:\Windows\System32\wininit.exe,,10716,0,No,Normal system activity; fontdrvhost.exe execution from wininit.exe.
4688,9598,,2026-04-08 16:09:10.550352+00:00,,,0x00000000000002a4,,,,,Security,,,,NORMALVM$,UMFD-1,"""fontdrvhost.exe""",,C:\Windows\System32\winlogon.exe,,10717,0,No,Normal system activity; fontdrvhost.exe execution from winlogon.exe.
4624,9599,,2026-04-08 16:09:10.813387+00:00,,,0x00000000000002e8,,,,,Security,,Negotiate,-,NORMALVM$,NETWORK SERVICE,,C:\Windows\System32\services.exe,,-,10718,0,No,Normal system activity; typical process execution by services.exe.
4672,9600,,2026-04-08 16:09:10.813391+00:00,,,,,,,,Security,,,,NETWORK SERVICE,,,,,,10719,0,No,Normal system activity; NETWORK SERVICE performing typical operations.
