EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
5379,6972,,2026-04-08 15:33:27.568344+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7980,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6973,,2026-04-08 15:33:27.568470+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7981,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6974,,2026-04-08 15:33:27.568604+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7982,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6975,,2026-04-08 15:33:27.568689+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7983,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6976,,2026-04-08 15:33:27.568806+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7984,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6977,,2026-04-08 15:33:27.568886+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7985,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6978,,2026-04-08 15:33:27.568995+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7986,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6979,,2026-04-08 15:33:27.569077+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7987,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6980,,2026-04-08 15:33:27.569214+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7988,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6981,,2026-04-08 15:33:27.569307+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7989,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6982,,2026-04-08 15:33:27.569418+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7990,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6983,,2026-04-08 15:33:27.569494+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7991,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6984,,2026-04-08 15:33:27.569590+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7992,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6985,,2026-04-08 15:33:27.569860+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7993,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6986,,2026-04-08 15:33:27.574411+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7994,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6987,,2026-04-08 15:33:27.574541+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7995,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6988,,2026-04-08 15:33:27.574678+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7996,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6989,,2026-04-08 15:33:27.574764+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7997,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6990,,2026-04-08 15:33:27.574884+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7998,0,No,Normal activity; missing details with no specific suspicious indicators.
5379,6991,,2026-04-08 15:33:27.574963+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,7999,0,No,Normal activity; missing details with no specific suspicious indicators.
