EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,summary
5379,4478,,2026-04-01 17:21:14.800383+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4550,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4479,,2026-04-01 17:21:14.800503+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4551,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4480,,2026-04-01 17:21:14.800591+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4552,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4481,,2026-04-01 17:21:14.800694+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4553,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4482,,2026-04-01 17:21:14.800949+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4554,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4483,,2026-04-01 17:21:14.808353+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4555,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4484,,2026-04-01 17:21:14.808495+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4556,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4485,,2026-04-01 17:21:14.808634+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4557,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4486,,2026-04-01 17:21:14.808744+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4558,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4487,,2026-04-01 17:21:14.808861+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4559,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4488,,2026-04-01 17:21:14.811573+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4560,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4489,,2026-04-01 17:21:14.811758+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4561,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4490,,2026-04-01 17:21:14.811861+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4562,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4491,,2026-04-01 17:21:14.811970+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4563,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4492,,2026-04-01 17:21:14.812052+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4564,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4493,,2026-04-01 17:21:14.812149+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4565,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4494,,2026-04-01 17:21:14.812222+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4566,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4495,,2026-04-01 17:21:14.812323+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4567,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4496,,2026-04-01 17:21:14.815842+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4568,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4497,,2026-04-01 17:21:14.815973+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4569,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4498,,2026-04-01 17:21:14.816113+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4570,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4499,,2026-04-01 17:21:14.816195+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4571,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4500,,2026-04-01 17:21:14.816309+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4572,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4501,,2026-04-01 17:21:14.816383+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4573,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4502,,2026-04-01 17:21:14.816484+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4574,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4503,,2026-04-01 17:21:14.816557+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4575,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4504,,2026-04-01 17:21:14.816658+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4576,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4505,,2026-04-01 17:21:14.816732+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4577,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4506,,2026-04-01 17:21:14.816832+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4578,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4507,,2026-04-01 17:21:14.816900+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4579,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4508,,2026-04-01 17:21:14.817125+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4580,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4509,,2026-04-01 17:21:14.817814+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4581,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4510,,2026-04-01 17:21:14.817982+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4582,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4511,,2026-04-01 17:21:14.834248+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4583,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4512,,2026-04-01 17:21:14.834469+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4584,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4513,,2026-04-01 17:21:14.834660+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4585,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4514,,2026-04-01 17:21:14.834753+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4586,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4515,,2026-04-01 17:21:14.834892+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4587,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4516,,2026-04-01 17:21:14.835066+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4588,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4517,,2026-04-01 17:21:14.835224+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4589,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4518,,2026-04-01 17:21:14.835312+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4590,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4519,,2026-04-01 17:21:14.835424+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4591,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4520,,2026-04-01 17:21:14.835499+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4592,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4521,,2026-04-01 17:21:14.835602+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4593,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4522,,2026-04-01 17:21:14.835674+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4594,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4523,,2026-04-01 17:21:14.835812+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4595,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4524,,2026-04-01 17:21:14.835890+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4596,0,Normal system activity; missing details and no indications of malicious behavior.
4799,4525,,2026-04-01 17:21:14.906126+00:00,,,,,,,,Security,C:\Windows\System32\taskhostw.exe,,,pizza,Administrators,,,,,4597,3,Low risk due to CallerProcessName being a system executable but targeting Administrators group.
5379,4526,,2026-04-01 17:21:16.912064+00:00,,,,,,,2026-04-01 17:21:14.895987+00:00,Security,,,,pizza,,,,,,4598,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4527,,2026-04-01 17:21:17.526310+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4599,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4528,,2026-04-01 17:21:17.528204+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4600,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4529,,2026-04-01 17:21:17.528444+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4601,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4530,,2026-04-01 17:21:17.541615+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4602,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4531,,2026-04-01 17:21:17.543911+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4603,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4532,,2026-04-01 17:21:17.818174+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4604,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4533,,2026-04-01 17:21:17.818542+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4605,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4534,,2026-04-01 17:21:17.818844+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4606,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4535,,2026-04-01 17:21:17.819094+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4607,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4536,,2026-04-01 17:21:17.819305+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4608,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4537,,2026-04-01 17:21:17.819416+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4609,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4538,,2026-04-01 17:21:17.819555+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4610,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4539,,2026-04-01 17:21:17.819645+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4611,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4540,,2026-04-01 17:21:17.819834+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4612,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4541,,2026-04-01 17:21:17.819925+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4613,0,Normal system activity; missing details and no indications of malicious behavior.
5379,4542,,2026-04-01 17:21:17.820873+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4614,0,Normal system activity; missing details and no indications of malicious behavior.
