EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
5379,5100,,2026-04-01 17:22:54.008434+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5180,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5101,,2026-04-01 17:22:54.008619+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5181,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5102,,2026-04-01 17:22:54.008726+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5182,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5103,,2026-04-01 17:22:54.008839+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5183,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5104,,2026-04-01 17:22:54.008921+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5184,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5105,,2026-04-01 17:22:54.009020+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5185,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5106,,2026-04-01 17:22:54.009155+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5186,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5107,,2026-04-01 17:22:54.010056+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5187,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5108,,2026-04-01 17:22:54.010300+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5188,0,No,Normal activity; missing details and no indications of malicious behavior.
5379,5109,,2026-04-01 17:22:54.010586+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,5189,0,No,Normal activity; missing details and no indications of malicious behavior.
