EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,summary
4663,7315,,2026-04-08 15:33:39.241333+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8330,,
4660,7316,,2026-04-08 15:33:39.241348+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8331,,
4663,7317,,2026-04-08 15:33:39.242117+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8332,,
4663,7318,,2026-04-08 15:33:39.242523+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8333,,
4907,7319,,2026-04-08 15:33:39.242575+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8334,,
4663,7320,,2026-04-08 15:33:39.242636+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8335,,
4663,7321,,2026-04-08 15:33:39.243010+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8336,,
4660,7322,,2026-04-08 15:33:39.243025+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8337,,
4663,7323,,2026-04-08 15:33:39.243458+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8338,,
4663,7324,,2026-04-08 15:33:39.244011+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8339,,
4907,7325,,2026-04-08 15:33:39.244057+00:00,,,0x000000000000196c,,,,,Security,,,,NORMALVM$,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8035_none_a54f1c79772e807e\TiWorker.exe,,,8340,,
