EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
4624,6326,,2026-04-08 15:32:44.978630+00:00,,,0x0000000000000004,,,,,Security,,-,-,-,SYSTEM,,,,-,7280,0,No,"Normal SYSTEM login event, no suspicious indicators."
4902,6327,,2026-04-08 15:32:45.238605+00:00,,,,,,,,Security,,,,,,,,,,7281,0,No,Normal security audit event with no specific details provided.
16962,721,,2026-04-08 15:32:45.246347+00:00,,,,,,,,System,,,,,,,,,,7282,0,No,"Generic system event, no suspicious activity indicated."
16977,722,,2026-04-08 15:32:45.263409+00:00,,,,,,,,System,,,,,,,,,,7283,0,No,"System event with no specific details, appears normal."
16983,723,,2026-04-08 15:32:45.263412+00:00,,,,,,,,System,,,,,,,,,,7284,0,No,"System event with no specific details, appears normal."
4648,6328,,2026-04-08 15:32:45.419052+00:00,,,0x000000000000026c,,,,,Security,,,-,NORMALVM$,UMFD-0,,C:\Windows\System32\wininit.exe,,,7285,0,No,"Normal login event from NORMALVM$ to UMFD-0, no suspicious activity."
4624,6329,,2026-04-08 15:32:45.419113+00:00,,,0x000000000000026c,,,,,Security,,Negotiate,-,NORMALVM$,UMFD-0,,C:\Windows\System32\wininit.exe,,-,7286,0,No,"Normal login event from NORMALVM$ to UMFD-0, no suspicious activity."
4648,6330,,2026-04-08 15:32:45.420633+00:00,,,0x00000000000002a4,,,,,Security,,,-,NORMALVM$,UMFD-1,,C:\Windows\System32\winlogon.exe,,,7287,0,No,"Normal login event from NORMALVM$ to UMFD-1, no suspicious activity."
4624,6331,,2026-04-08 15:32:45.420645+00:00,,,0x00000000000002a4,,,,,Security,,Negotiate,-,NORMALVM$,UMFD-1,,C:\Windows\System32\winlogon.exe,,-,7288,0,No,"Normal login event from NORMALVM$ to UMFD-1, no suspicious activity."
4624,6332,,2026-04-08 15:32:45.493950+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7289,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6333,,2026-04-08 15:32:45.493956+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7290,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6334,,2026-04-08 15:32:45.814156+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,NETWORK SERVICE,,C:\Windows\System32\services.exe,,-,7291,0,No,"Normal login event from NORMALVM$ to NETWORK SERVICE, no suspicious activity."
4672,6335,,2026-04-08 15:32:45.814159+00:00,,,,,,,,Security,,,,NETWORK SERVICE,,,,,,7292,0,No,"Normal SYSTEM privilege event for NETWORK SERVICE, no suspicious indicators."
4624,6336,,2026-04-08 15:32:45.962421+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7293,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6337,,2026-04-08 15:32:45.962427+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7294,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4648,6338,,2026-04-08 15:32:46.123341+00:00,,,0x00000000000002a4,,,,,Security,,,-,NORMALVM$,DWM-1,,C:\Windows\System32\winlogon.exe,,,7295,0,No,"Normal login event from NORMALVM$ to DWM-1, no suspicious activity."
4624,6339,,2026-04-08 15:32:46.123352+00:00,,,0x00000000000002a4,,,,,Security,,Negotiate,-,NORMALVM$,DWM-1,,C:\Windows\System32\winlogon.exe,,-,7296,0,No,"Normal login event from NORMALVM$ to DWM-1, no suspicious activity."
4624,6340,,2026-04-08 15:32:46.123360+00:00,,,0x00000000000002a4,,,,,Security,,Negotiate,-,NORMALVM$,DWM-1,,C:\Windows\System32\winlogon.exe,,-,7297,0,No,"Normal login event from NORMALVM$ to DWM-1, no suspicious activity."
4672,6341,,2026-04-08 15:32:46.123363+00:00,,,,,,,,Security,,,,DWM-1,,,,,,7298,0,No,"Normal SYSTEM privilege event for DWM-1, no suspicious indicators."
4672,6342,,2026-04-08 15:32:46.123365+00:00,,,,,,,,Security,,,,DWM-1,,,,,,7299,0,No,"Normal SYSTEM privilege event for DWM-1, no suspicious indicators."
4624,6343,,2026-04-08 15:32:46.398266+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7300,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6344,,2026-04-08 15:32:46.398273+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7301,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6345,,2026-04-08 15:32:46.434631+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,LOCAL SERVICE,,C:\Windows\System32\services.exe,,-,7302,0,No,"Normal login event from NORMALVM$ to LOCAL SERVICE, no suspicious activity."
4672,6346,,2026-04-08 15:32:46.434637+00:00,,,,,,,,Security,,,,LOCAL SERVICE,,,,,,7303,0,No,"Normal SYSTEM privilege event for LOCAL SERVICE, no suspicious indicators."
4624,6347,,2026-04-08 15:32:46.516962+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7304,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6348,,2026-04-08 15:32:46.516968+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7305,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6349,,2026-04-08 15:32:46.721197+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7306,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6350,,2026-04-08 15:32:46.721201+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7307,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
6,724,,2026-04-08 15:32:46.752100+00:00,,,,,,,,System,,,,,,,,,,7308,0,No,"Generic system event, no suspicious activity indicated."
4624,6351,,2026-04-08 15:32:46.901793+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7309,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6352,,2026-04-08 15:32:46.902760+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7310,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6353,,2026-04-08 15:32:46.946373+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7311,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6354,,2026-04-08 15:32:46.946379+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7312,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6355,,2026-04-08 15:32:47.133371+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7313,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6356,,2026-04-08 15:32:47.133377+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7314,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
1531,241,,2026-04-08 15:32:47.136013+00:00,,,,,,,,Appiclation,,,,,,,,,,7315,0,No,"Generic application event, no suspicious activity indicated."
4624,6357,,2026-04-08 15:32:47.517572+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7316,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6358,,2026-04-08 15:32:47.517576+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7317,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
6,725,,2026-04-08 15:32:47.529142+00:00,,,,,,,,System,,,,,,,,,,7318,0,No,"Generic system event, no suspicious activity indicated."
6,726,,2026-04-08 15:32:47.554792+00:00,,,,,,,,System,,,,,,,,,,7319,0,No,"Generic system event, no suspicious activity indicated."
6,727,,2026-04-08 15:32:47.569576+00:00,,,,,,,,System,,,,,,,,,,7320,0,No,"Generic system event, no suspicious activity indicated."
6,728,,2026-04-08 15:32:47.627283+00:00,,,,,,,,System,,,,,,,,,,7321,0,No,"Generic system event, no suspicious activity indicated."
6,729,,2026-04-08 15:32:47.628719+00:00,,,,,,,,System,,,,,,,,,,7322,0,No,"Generic system event, no suspicious activity indicated."
1,730,,2026-04-08 15:32:47.628725+00:00,,,,,,,,System,,,,,,,,,,7323,0,No,"Generic system event, no suspicious activity indicated."
6,731,,2026-04-08 15:32:47.628798+00:00,,,,,,,,System,,,,,,,,,,7324,0,No,"Generic system event, no suspicious activity indicated."
6,732,,2026-04-08 15:32:47.642132+00:00,,,,,,,,System,,,,,,,,,,7325,0,No,"Generic system event, no suspicious activity indicated."
6,733,,2026-04-08 15:32:47.653284+00:00,,,,,,,,System,,,,,,,,,,7326,0,No,"Generic system event, no suspicious activity indicated."
4624,6359,,2026-04-08 15:32:47.897602+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7327,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6360,,2026-04-08 15:32:47.897610+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7328,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6361,,2026-04-08 15:32:47.920483+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7329,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6362,,2026-04-08 15:32:47.920486+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7330,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6363,,2026-04-08 15:32:48.131453+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7331,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6364,,2026-04-08 15:32:48.131456+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7332,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4799,6365,,2026-04-08 15:32:48.246000+00:00,,,,,,,,Security,C:\Windows\System32\svchost.exe,,,NORMALVM$,Administrators,,,,,7333,3,Yes,Suspicious activity: NORMALVM$ attempting to access Administrators group.
6008,685,,2026-04-08 15:32:48.293049+00:00,,,,,,,,System,,,,,,,,,,7334,0,No,"System event indicating a shutdown, no suspicious activity."
6009,686,,2026-04-08 15:32:48.294418+00:00,,,,,,,,System,,,,,,,,,,7335,0,No,"System event indicating system startup, no suspicious activity."
6005,687,,2026-04-08 15:32:48.294462+00:00,,,,,,,,System,,,,,,,,,,7336,0,No,"System event indicating system startup, no suspicious activity."
6013,688,,2026-04-08 15:32:48.312365+00:00,,,,,,,,System,,,,,,,,,,7337,0,No,"System event indicating system uptime, no suspicious activity."
1101,6310,,2026-04-08 15:32:48.366465+00:00,,,,,,,,Security,,,,,,,,,,7338,0,No,"Security audit event, no specific details provided."
4624,6366,,2026-04-08 15:32:48.600498+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7339,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6367,,2026-04-08 15:32:48.600504+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7340,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
50036,734,,2026-04-08 15:32:48.684641+00:00,,,,,,,,System,,,,,,,,,,7341,0,No,"Generic system event, no suspicious activity indicated."
50103,735,,2026-04-08 15:32:48.685562+00:00,,,,,,,,System,,,,,,,,,,7342,0,No,"Generic system event, no suspicious activity indicated."
50036,736,,2026-04-08 15:32:48.685951+00:00,,,,,,,,System,,,,,,,,,,7343,0,No,"Generic system event, no suspicious activity indicated."
51046,737,,2026-04-08 15:32:48.777119+00:00,,,,,,,,System,,,,,,,,,,7344,0,No,"Generic system event, no suspicious activity indicated."
4798,6368,,2026-04-08 15:32:49.255768+00:00,,,,,,,,Security,C:\Windows\System32\LogonUI.exe,,,NORMALVM$,pizza,,,,,7345,3,Yes,Suspicious activity: NORMALVM$ attempting to access user 'pizza'.
4624,6369,,2026-04-08 15:32:49.447355+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7346,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6370,,2026-04-08 15:32:49.447361+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7347,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6371,,2026-04-08 15:32:49.650030+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7348,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6372,,2026-04-08 15:32:49.650036+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7349,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6373,,2026-04-08 15:32:50.013288+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7350,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6374,,2026-04-08 15:32:50.013296+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7351,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
4624,6375,,2026-04-08 15:32:50.048889+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,NORMALVM$,SYSTEM,,C:\Windows\System32\services.exe,,-,7352,0,No,"Normal SYSTEM login event, no suspicious indicators."
4672,6376,,2026-04-08 15:32:50.048893+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7353,0,No,"Normal SYSTEM privilege event, no suspicious indicators."
112,738,,2026-04-08 15:32:50.197615+00:00,,,4.0,,,,,System,,,,,,,,,,7354,0,No,"Generic system event, no suspicious activity indicated."
