EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
4624,343,,2026-04-01 19:18:20.017288+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7210,,,
4672,344,,2026-04-01 19:18:20.017292+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7211,,,
4624,345,,2026-04-01 19:18:20.043810+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7212,,,
4672,346,,2026-04-01 19:18:20.043818+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7213,,,
4624,347,,2026-04-01 19:18:20.045885+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7214,,,
4672,348,,2026-04-01 19:18:20.045891+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7215,,,
4624,349,,2026-04-01 19:18:20.049662+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7216,,,
4672,350,,2026-04-01 19:18:20.049667+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7217,,,
4624,351,,2026-04-01 19:18:20.095737+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7218,,,
4672,352,,2026-04-01 19:18:20.095741+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7219,,,
4624,353,,2026-04-01 19:18:20.315178+00:00,,,0x00000000000002e4,,,,,Security,,Negotiate,-,WIN-2RR949GCCSV$,SYSTEM,,C:\Windows\System32\services.exe,,-,7220,0.0,No,"Normal system activity with SYSTEM user and services.exe, typical for system operations."
4672,354,,2026-04-01 19:18:20.315184+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,7221,0.0,No,"Normal system activity with SYSTEM user, no specific operations indicated."
5615,13,,2026-04-01 19:18:20.414312+00:00,,,,,,,,Appiclation,,,,,,,,,,7222,0.0,No,Generic application event with no specific details provided.
7026,253,,2026-04-01 19:18:20.450785+00:00,,,,,,,,System,,,,,,,,,,7223,0.0,No,Generic system event with no specific details provided.
