EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
6009,2,,2026-04-01 19:16:19.893585+00:00,,,,,,,,System,,,,,,,,,,6790,0,No,EventID 6009 indicates a normal system startup event.
6005,3,,2026-04-01 19:16:19.893616+00:00,,,,,,,,System,,,,,,,,,,6791,0,No,"EventID 6005 represents a standard event log service start, normal activity."
5379,125,,2026-04-01 19:16:20.187067+00:00,,,,,,,2026-04-01 19:16:19.851965+00:00,Security,,,,MINWINPC$,,,,,,6792,0,No,"EventID 5379 with standard process creation time, no suspicious indicators."
5379,126,,2026-04-01 19:16:20.194700+00:00,,,,,,,2026-04-01 19:16:19.851965+00:00,Security,,,,MINWINPC$,,,,,,6793,0,No,"Duplicate of previous log, EventID 5379, indicating normal activity."
4624,127,,2026-04-01 19:16:20.390850+00:00,,,0x00000000000002dc,,,,,Security,,Negotiate,-,MINWINPC$,SYSTEM,,C:\Windows\System32\services.exe,,-,6794,0,No,"EventID 4624, normal authentication event for SYSTEM user."
4672,128,,2026-04-01 19:16:20.390856+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,6795,0,No,"EventID 4672, normal special privileges assigned to SYSTEM."
4624,129,,2026-04-01 19:16:20.774321+00:00,,,0x00000000000002dc,,,,,Security,,Negotiate,-,MINWINPC$,SYSTEM,,C:\Windows\System32\services.exe,,-,6796,0,No,"Repeat of EventID 4624, normal SYSTEM authentication."
4672,130,,2026-04-01 19:16:20.774326+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,6797,0,No,"Repeat of EventID 4672, SYSTEM assigned special privileges."
50036,62,,2026-04-01 19:16:20.834202+00:00,,,,,,,,System,,,,,,,,,,6798,0,No,"EventID 50036, typical system event with no additional details."
50103,63,,2026-04-01 19:16:20.834414+00:00,,,,,,,,System,,,,,,,,,,6799,0,No,"EventID 50103, another standard system event, no anomalies."
50036,64,,2026-04-01 19:16:20.834700+00:00,,,,,,,,System,,,,,,,,,,6800,0,No,"EventID 50036, typical system event with no additional details."
51046,65,,2026-04-01 19:16:20.868479+00:00,,,,,,,,System,,,,,,,,,,6801,0,No,"EventID 51046, standard system event, no suspicious activity."
4624,131,,2026-04-01 19:16:21.294901+00:00,,,0x00000000000002dc,,,,,Security,,Negotiate,-,MINWINPC$,SYSTEM,,C:\Windows\System32\services.exe,,-,6802,0,No,"EventID 4624, normal SYSTEM authentication event."
4672,132,,2026-04-01 19:16:21.294907+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,6803,0,No,"EventID 4672, SYSTEM assigned special privileges, normal activity."
4624,133,,2026-04-01 19:16:21.331842+00:00,,,0x00000000000002dc,,,,,Security,,Negotiate,-,MINWINPC$,SYSTEM,,C:\Windows\System32\services.exe,,-,6804,0,No,"EventID 4624, normal SYSTEM authentication event."
4672,134,,2026-04-01 19:16:21.331848+00:00,,,,,,,,Security,,,,SYSTEM,,,,,,6805,0,No,"EventID 4672, SYSTEM assigned special privileges, normal activity."
112,66,,2026-04-01 19:16:21.473598+00:00,,,4.0,,,,,System,,,,,,,,,,6806,0,No,"EventID 112, standard system event, no suspicious activity."
112,67,,2026-04-01 19:16:21.473606+00:00,,,4.0,,,,,System,,,,,,,,,,6807,0,No,"EventID 112, standard system event, no suspicious activity."
112,68,,2026-04-01 19:16:21.473610+00:00,,,4.0,,,,,System,,,,,,,,,,6808,0,No,"EventID 112, standard system event, no suspicious activity."
112,69,,2026-04-01 19:16:21.473616+00:00,,,4.0,,,,,System,,,,,,,,,,6809,0,No,"EventID 112, standard system event, no suspicious activity."
112,70,,2026-04-01 19:16:21.473619+00:00,,,4.0,,,,,System,,,,,,,,,,6810,0,No,"EventID 112, standard system event, no suspicious activity."
112,71,,2026-04-01 19:16:21.473627+00:00,,,4.0,,,,,System,,,,,,,,,,6811,0,No,"EventID 112, standard system event, no suspicious activity."
112,72,,2026-04-01 19:16:21.473629+00:00,,,4.0,,,,,System,,,,,,,,,,6812,0,No,"EventID 112, standard system event, no suspicious activity."
112,73,,2026-04-01 19:16:21.473635+00:00,,,4.0,,,,,System,,,,,,,,,,6813,0,No,"EventID 112, standard system event, no suspicious activity."
112,74,,2026-04-01 19:16:21.473640+00:00,,,4.0,,,,,System,,,,,,,,,,6814,0,No,"EventID 112, standard system event, no suspicious activity."
112,75,,2026-04-01 19:16:21.473646+00:00,,,4.0,,,,,System,,,,,,,,,,6815,0,No,"EventID 112, standard system event, no suspicious activity."
