EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,summary
5379,1667,,2026-04-01 16:49:51.515137+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1610,0,Normal activity; missing details with no specific suspicious indicators.
5379,1668,,2026-04-01 16:49:51.515257+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1611,0,Normal activity; missing details with no specific suspicious indicators.
5379,1669,,2026-04-01 16:49:51.515362+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1612,0,Normal activity; missing details with no specific suspicious indicators.
5379,1670,,2026-04-01 16:49:51.515438+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1613,0,Normal activity; missing details with no specific suspicious indicators.
5379,1671,,2026-04-01 16:49:51.515568+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1614,0,Normal activity; missing details with no specific suspicious indicators.
5379,1672,,2026-04-01 16:49:51.515722+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1615,0,Normal activity; missing details with no specific suspicious indicators.
5379,1673,,2026-04-01 16:49:51.515881+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1616,0,Normal activity; missing details with no specific suspicious indicators.
5379,1674,,2026-04-01 16:49:51.515984+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1617,0,Normal activity; missing details with no specific suspicious indicators.
24,142,,2026-04-01 16:49:51.711084+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,1618,0,"Normal system operation initialization, no suspicious activity indicated."
16,433,,2026-04-01 16:49:51.723383+00:00,,,,,,,,System,,,,,,,,,,1619,0,"Normal system operation, no suspicious activity indicated."
24,143,,2026-04-01 16:49:51.732090+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,1620,0,"Normal system operation initialization, no suspicious activity indicated."
23,144,,2026-04-01 16:49:51.781109+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,1621,0,"Normal system operation initialization, no suspicious activity indicated."
24,145,,2026-04-01 16:49:51.813271+00:00,,,,,InitializeDataChangedSignaler,,,Appiclation,,,,,,,,,,1622,0,"Normal system operation initialization, no suspicious activity indicated."
5379,1675,,2026-04-01 16:49:52.009584+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1623,0,Normal activity; missing details with no specific suspicious indicators.
5379,1676,,2026-04-01 16:49:52.010366+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1624,0,Normal activity; missing details with no specific suspicious indicators.
5379,1677,,2026-04-01 16:49:52.010471+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1625,0,Normal activity; missing details with no specific suspicious indicators.
5379,1678,,2026-04-01 16:49:52.012333+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1626,0,Normal activity; missing details with no specific suspicious indicators.
5379,1679,,2026-04-01 16:49:52.013975+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1627,0,Normal activity; missing details with no specific suspicious indicators.
16,434,,2026-04-01 16:49:52.037157+00:00,,,,,,,,System,,,,,,,,,,1628,0,"Normal system operation, no suspicious activity indicated."
5379,1680,,2026-04-01 16:49:52.100523+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1629,0,Normal activity; missing details with no specific suspicious indicators.
5379,1681,,2026-04-01 16:49:52.101200+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1630,0,Normal activity; missing details with no specific suspicious indicators.
5379,1682,,2026-04-01 16:49:52.133640+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1631,0,Normal activity; missing details with no specific suspicious indicators.
5379,1683,,2026-04-01 16:49:52.197901+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1632,0,Normal activity; missing details with no specific suspicious indicators.
5379,1684,,2026-04-01 16:49:52.199003+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1633,0,Normal activity; missing details with no specific suspicious indicators.
5379,1685,,2026-04-01 16:49:52.320492+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1634,0,Normal activity; missing details with no specific suspicious indicators.
5379,1686,,2026-04-01 16:49:52.320837+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1635,0,Normal activity; missing details with no specific suspicious indicators.
5379,1687,,2026-04-01 16:49:52.321054+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1636,0,Normal activity; missing details with no specific suspicious indicators.
5379,1688,,2026-04-01 16:49:52.321159+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1637,0,Normal activity; missing details with no specific suspicious indicators.
5379,1689,,2026-04-01 16:49:52.321363+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,1638,0,Normal activity; missing details with no specific suspicious indicators.
