EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,summary
5379,7721,,2026-04-08 15:34:28.163324+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8750,0,Normal activity; missing details with no specific suspicious indicators.
5379,7722,,2026-04-08 15:34:28.164345+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8751,0,Normal activity; missing details with no specific suspicious indicators.
5379,7723,,2026-04-08 15:34:28.165880+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8752,0,Normal activity; missing details with no specific suspicious indicators.
5379,7724,,2026-04-08 15:34:28.165943+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8753,0,Normal activity; missing details with no specific suspicious indicators.
5379,7725,,2026-04-08 15:34:28.827513+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8754,0,Normal activity; missing details with no specific suspicious indicators.
5379,7726,,2026-04-08 15:34:28.828667+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8755,0,Normal activity; missing details with no specific suspicious indicators.
5379,7727,,2026-04-08 15:34:28.828712+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8756,0,Normal activity; missing details with no specific suspicious indicators.
5379,7728,,2026-04-08 15:34:28.840300+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8757,0,Normal activity; missing details with no specific suspicious indicators.
5379,7729,,2026-04-08 15:34:28.867037+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8758,0,Normal activity; missing details with no specific suspicious indicators.
10016,766,,2026-04-08 15:34:28.999758+00:00,,,,,,,,System,,,,,,,,,,8759,0,Normal system log with no specific suspicious indicators.
5379,7730,,2026-04-08 15:34:29.160032+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8760,0,Normal activity; missing details with no specific suspicious indicators.
5379,7731,,2026-04-08 15:34:29.160244+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8761,0,Normal activity; missing details with no specific suspicious indicators.
5379,7732,,2026-04-08 15:34:29.160398+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8762,0,Normal activity; missing details with no specific suspicious indicators.
5379,7733,,2026-04-08 15:34:29.160488+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8763,0,Normal activity; missing details with no specific suspicious indicators.
5379,7734,,2026-04-08 15:34:29.160612+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8764,0,Normal activity; missing details with no specific suspicious indicators.
5379,7735,,2026-04-08 15:34:29.160736+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8765,0,Normal activity; missing details with no specific suspicious indicators.
5379,7736,,2026-04-08 15:34:29.160885+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8766,0,Normal activity; missing details with no specific suspicious indicators.
5379,7737,,2026-04-08 15:34:29.161083+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8767,0,Normal activity; missing details with no specific suspicious indicators.
5379,7738,,2026-04-08 15:34:29.161289+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8768,0,Normal activity; missing details with no specific suspicious indicators.
5379,7739,,2026-04-08 15:34:29.161491+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8769,0,Normal activity; missing details with no specific suspicious indicators.
